#Total payments (2.5yrs)	Name	Specialty	Medicare prescriptions	Drug cost	Brand name?	Speaking payment	Most-prescribed medicare drugs
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1598702060 >LAURENCE CORASH </A>		<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1598159600 >SAATE SHAKIL </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1598142366 >SUSAN WALL </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1588999494 >KRISTIE WHITE </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1588980023 >SEUNGGU HAN </A>	Neurological Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1588924641 >ALANNA BARES </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1588628598 >SUSAN LAMBE </A>	Emergency Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1588082796 >EMILY HARRINGTON </A>	Neurology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1578880027 >TERESA TUAN </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1578806691 >BESIM UZGIL </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1578730420 >MELISSA BACHHUBER </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1568881290 >WILLIAM SMITH </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1568801231 >POUYA PARTOVI </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1568788933 >ADAM SCHICKEDANZ </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1568757243 >MICHAEL PODOLSKY </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1568692317 >JESSICA WALLS </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1568686285 >NAZIMA ALLAUDEEN </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1568683696 >MORIE CHEN </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1568661627 >MICHAEL RICHARDSON </A>	Internal Medicine	<span style=color:black>548 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1568620821 >ANDREW PHELPS </A>	General Practice	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1568590545 >ALEXANDER ZUSMAN </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1568427847 >DAVID SHIMABUKURO </A>		<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1568403723 >EMILY WEBB </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1558696039 >ANNE DEUCHER </A>	Clinical Pathology/Laboratory Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1558651406 >WILLIAM FISCHETTE </A>	Emergency Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1558603027 >KATHERINE HAMILTON </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1558595470 >  </A>	Hospitals   , General Acute Care Hospital	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1558509422 >LAWRENCE HABER </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1558503326 >THADDAEUS ODERMATT </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1558493429 >YEE-LI SUN </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1548460777 >SARAH MUNI </A>	Pulmonary Disease	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1548203136 >EDWARD HOWES </A>		<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1538553649 >TIMOTHY JUDSON </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1538521281 >WINNIE CHAN </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1538495825 >JILLIAN MONGELLUZZO </A>	Emergency Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1538495635 >CHRISTOPHER RYERSON </A>	Pulmonary Disease	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1538401195 >JANAI CARR </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1538221270 >ASHLEY AIKEN </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1538197140 >ABRAHAM RUDOLPH </A>		<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1538115670 >MARTIN LONDON </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1528486818 >HAO WANG </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1528479318 >HANNAH KIRSCH </A>	Neurology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1528396223 >SARA WHETSTONE </A>	Obstetrics & Gynecology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1528361888 >GERALDINE OLIVA </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1528287679 >VINCENT MCCORMICK </A>	Diagnostic Ultrasound	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1528287174 >COLLIN BLAKELY </A>	Hematology & Oncology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1528209236 >JAHAN FAHIMI </A>	Emergency Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1528201324 >NABIA IKRAM </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1528002557 >WILLIAM AMEND </A>		<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1518993450 >CYNTHIA KIM </A>	Adolescent Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
